103.8365005,1.461361626,SEMBAWANG Park,"Situated In The North Of Singapore Facing The Johor Straits, Sembawang Park Is A Tranquil Park Away From The Bustle Of The City. With A Beautiful Beach Side And A Stunning View, It Is A Popular Fishing Ground And A Great Place For Family And Friends To Get Together.Fitness Enthusiasts Can Jog And Swim While Anglers Cast Their Lines Into The Sea. Shelters And Barbecue Pits Are Located Along The Park And The Beach, Allowing Families And Friends To Barbecue By The Seaside. Alternatively, Enjoy The Gentle Sea Breeze And Sound Of The Waves As You Stroll Along One Of The Few Remaining Natural Beaches Of Singapore.Blending Nature With History, This Calm And Serene Park Also Gives Visitors A Glimpse Of Singapore’s Naval Heritage. Walk Along The Restored Old Pathways Used During The British Occupation Or Visit The Beaulieu House, The Sembawang Jetty And The Remains Of The 1920S Seletar Pier. The Park Is Also Surrounded By Other Places Of Historical Interest Like The Admiralty House, Kampong Wak Hassan, Masjid Petempatan Melayu Sembawang, Sembawang Memorial And The Sembawang Shipyard, Which Was A British Naval Base From 1938 To 1968.The Sembawang Area Is Named After The Sembawang Tree (Mesua Ferruginea)."
103.8348249,1.349906201,TAMAN PERMATA Park,Taman Permata Park Is Located Along Upper Thomson Road
103.846321,1.276560998,TANJONG PAGAR Park,No Description Found For Tanjong Pagar Park
103.8292574,1.372529984,LEBAN PARK,Leban Park Is Located Behind Sembawang Hills Food Centre.  Upper Thomson Road Behind Esso.
103.9437167,1.35888549,SUN PLAZA Park,"Located At Tampines Avenue 7 And 9, Sun Plaza Park Offers A Host Of Exciting Activities To Provide Families With Countless Hours Of Fun. With An Amphitheatre, A Sense Discovery Garden, A Beach Ball Court And A Woodball Course, The 9.6-Hectare Park Is A Popular Meeting Place For Cultural And Social Interactions.Park Users Can Look Forward To Indulging Their Senses Like Never Before At The Unique Sense Discovery Garden. With 10 Stations Of Interactive Play Features Such As Textured Walls, Talking Tubes, Chimes, A Tumbler And Organic Texture Walk, An Entry Sign With Recessed Wordings And Symbols, Ladder Wall, Sliding Beads, Herbal Wall And ""Toes"", Visitors Will Experience Intriguing Sounds And Other Fascinating Sensations.Sports Enthusiasts Can Pit Their Skills Against Each Other At The Park’s Beach Ball Court And Woodball Course. The Woodball Course Consists Of Twelve Fairways, Built To Comply With Internationally Accepted Standards, And Has Played Host To A Number Of Local And International Woodball Tournaments. For Those Looking For A Challenge, The Park Connector Network Allows Visitors To Cycle And Jog From Bedok Reservoir Park To The North Coast At Pasir Ris Park, Via Sunplaza Park.Visitors To The Park Can Also Attend Outdoor Concerts, Exhibitions And Band Performances Or Arrange Family Or Group Functions At The Amphitheatre. With A Stage, Seating Areas And Ample Space For Large Crowds, It’s A Great Place For Cultural Activities.Sun Plaza Park Also Features The Tampines Tree (Streblus Elongatus) To Remind Visitors Where The New Tampines Town Derived Its Name From."
103.8985947,1.377164628,PUNGGOL Park,"Developed With The Theme ""Family Leisure"", Punggol Park Has Facilities And Activities For The Whole Family. With An “active Zone” Located At The Southern Part Of The Pond And “passive Zone” At The North Of The Pond, There Is Something For Both Young And Old To Enjoy.Children Can Play Together On The Play Equipment And Families Can Engage In Tai Chi At The Plaza Area. The Shady Trees Provide A Lush, Cool Area For Families To Picnic Under While Bicycle Tracks Allow Avid Cyclists To Enjoy A Session Of Cycling With Friends.If You Find All The Activities Too Much For You, You Can Choose To Sit Back And Relax At The Outdoor Dining Area Of The Restaurant Located Within The Park.For Those Looking For More Passive Forms Of Recreation, The Shady Path At The Northern End Of The Park Is A Great Place For A Leisurely Stroll Or To Enjoy The Tranquility Of The Surroundings. It Is Also A Good Pit Stop For Joggers To Rest Or Do Some Simple Stretching On The Fitness Equipment Before Commencing Their Run."
103.9481833,1.363777576,TAMPINES ECO GREEN Park,No Description Found For Tampines Eco Green Park
103.9460795,1.378900075,SG API API Park,No Description Found For Sg Api Api Park
103.9504815,1.381233869,PASIR RIS Park,"Charming And Tranquil, Pasir Ris Park Is A Great Place For Families To Have A Fun Day Out. Aside From Modern Park Activities Such As Pony Rides, Water Sports, Cycling, Inline Skating And Barbeque Rental, It Also Features A Carefully Preserved Six-Hectare Mangrove Forest.With Multiple Trails And A Mangrove Boardwalk, Visitors Can Explore The Beauty Of The Mangrove Forest And Get Close To Its Inhabitants. The Three-Storey Bird Watching Tower Located Within The Mangrove Forest Allows Bird Enthusiasts To Observe Birds In Their Natural Surroundings. Families Can Also Have Hours Of Fun At The Playground, One Of The Largest In Singapore.Here’s A Small Piece Of Trivia On Pasir Ris Park – Did You Know That The Park’s Name Was Derived From The Malay Word ‘pasir Ris’, Which Means 'Beach Bolt-Rope', Implying A Narrow Beach?"
103.7627251,1.2967152,West Coast Park,"Themed As The ""Play Centre In The West"", West Coast Park Is A Large Regional Park Located In The Southwest Of Singapore. A Linear Park Comprising 50 Hectares Of Park Land, The Park Runs Parallel To West Coast Highway.Standing At The Centre Core Of Area 3 Is The Adventure Play Area That Caters To People Of Different Age Groups, From Toddlers To Young Adults. This Is The Heart And Most Active Zone Of West Coast Park. If You Like A Quiet And Peaceful Environment, The Eastern Portion At Area 1 Would Be A Good Choice For Park Users To Rest And Relax. The Western Portion Of The Park Has Been Transformed Into A Haven For Park Visitors Who Enjoy Challenging And Adventurous Activities."
103.7964198,1.321988429,CORONATION PARK,No Description Found For Coronation Park
103.8516392,1.28437017,RAFFLES PLACE Park,"Raffles Place Park Is A Green Space Within The Heart Of Singapore’s Financial Centre. The Park Has Become A Favourite Spot For The City’s Professionals Who Work In The Surrounding Commercial Buildings To Relax And Unwind Amidst Greenery, Away From The Office.Rest On The Platforms That Surround The Park And People-Watch As You Soak In This Oasis Of Greenery Nestled Within Singapore’s Iconic City Landscape."
103.8750323,1.379526238,LUXUS HILLS PARK,Luxus Hills Park Is Located Junction Of Ang Mo Kio Ave 5 And Yio Chu Kang Road
103.9128049,1.310325242,TELOK KURAU LORONG N Park,Telok Kurau Lorong N Park Is Located Lorong N Telok Kurau
103.9244529,1.320095351,OPERA ESTATE FOOTBALL FIELD,Opera Estate Football Field Is Located Swan Lake Avenue
103.8989518,1.31150263,CARPMAEL PARK,Carpmael Park Is Located Along Carpmael Road And Ceylon Road
103.9215063,1.321610863,INTERIM Park AT TERANG BULAN AVE,No Description Found For Interim Park At Terang Bulan Ave
103.9225347,1.339103916,BEDOK RESERVOIR Park,"Located In The North Of Bedok New Town, Bedok Reservoir Park Is Popular Amongst Joggers And Water Sports Enthusiasts In The Eastern Part Of Singapore. A Converted Sand Quarry, The Park Surrounds The 88-Hectare Bedok Reservoir, Making It A Great Place For Water Activities.Water Sports Enthusiasts And Adrenaline Junkies Regularly Gather At The Park To Dragon Boat, Kayak And Wakeboard While Anglers Cast Their Rods In Hopes Of Hooking Their Next Big Catch. Fitness Enthusiasts, Schools And Organisations Conduct Regular Runs At The Park’s 4.3 Km Track. Alternatively, Sit Back, Relax And Enjoy The Scenery From The Benches That Are Conveniently Placed Throughout The Park. Visitors Can Experience A Refreshing Sense Of Tranquility At The Floating Deck, Situated Near The Activity Lawn Event Site, Which Offers A Spectacular View Of The Reservoir.With More Than 14,000 Wetland Plants Added Along The Reservoir As Part Of The Active, Beautiful, And Clean (Abc) Waters Programme, Bedok Reservoir Park Features A Diverse Mix Of Flora And Fauna. A Great Sanctuary For Bird Watching, Nature Lovers Can Spot Swallows Playing By The Water, Little Herons Wading Along The Banks Of The Reservoir And Kingfishers Diving For Their Lunch."
103.923815,1.31093849,EAST COAST TERRACE Park,"East Coast Terrace Park Is Located 2 Parts Of The Park, Bounded By East Coast Avenue And Marine Parade Road"
103.9243036,1.315593806,ELITE TERRACE Park,Elite Terrace Park Is Located Bounded By Elite Park Avenue And Elite Terrace
103.8876545,1.321773057,GEYLANG EAST Park,Geylang East Park Is Located Besides Geylang East Swimming Complex Along Aljunied Ave 1
103.9237999,1.321186136,BANGSAWAN Park,Bangsawan Park Is Located Jalan Bangsawan
103.9279183,1.319386215,AIDA Park,Aida Park Is Located Between Bedok South Road And Aida Street
103.8882,1.303912787,ARTHUR Park,Arthur Park Is Located Along Arthur Road
103.908931,1.305299641,MARINE PARADE RD Park,No Description Found For Marine Parade Rd Park
103.9017351,1.314382767,JOO CHIAT TERRACE Park,No Description Found For Joo Chiat Terrace Park
103.9524492,1.371518693,PASIR RIS TOWN Park,"Pasir Ris Town Park Is A Treasured Green Lung Within The Pasir Ris Housing Estate. With Its Wide-Open Space, Fitness Corner And A Playground, It Is A Popular Meeting Place For Cultural And Social Interactions Among The Residents Nearby.Avid Anglers Also Regularly Gather At The Park’s Large Marine Pond, Waiting For Their Next Big Catch. The Foot Reflexology And Fitness Corner Are Popular Places For Morning Exercises, While The Playground Provides Children With Many Hours Of Fun And Laughter.Adding To The Tropical Ambience Of The Park Are Shelters, Mature Shady Trees And An Interesting Collection Of Tropical Greenery, Boulder Arrangements And Beds Of Colourful Shrubs Such As Bougainvilleas And Heliconias, Making It An Ideal Setting For Casual Walks Or Picnics."
103.8345427,1.372024762,ELLINGTON SQUARE PLAYGROUND,Ellington Square Playground Is Located Near Ang Mo Kio Ave 2/ Ang Mo Kio Street 11 And Ellington Square
103.8639033,1.359538794,CHARTWELL DR Park,No Description Found For Chartwell Dr Park
103.8252026,1.358261676,JUPITER PLAYGROUND,Jupiter Playground Is Located Along Jupiter Road Playground
103.8710803,1.39921803,DEW GARDEN,Dew Garden Is Located Jalan Tari Payong
103.8821312,1.360892926,RICHARDS AVE Park,No Description Found For Richards Ave Park
103.7590336,1.416585501,JLN RASOK Park,No Description Found For Jln Rasok Park
103.7522538,1.389382329,VILLA VERDE Park,"A Cosy Park Nestled On The Edge Of The Villa Verde Estate, Villa Verde Park Serves As Both A Green Respite Within The Neighbourhood, As Well As A Pit-Stop Along The Pang Sua Park Connector.Facilities In This Park Include A Shelter, Drinking Fountain, Playground, And Fitness Equipment.Villa Verde Park Extension Will Be Completed In 2022.Villa Verde Bridge Is Located Between Two Existing Access Points To Pang Sua Pc From Woodlands Road, Via Stagmont Ring And Pang Sua Bridge, Which Are About 1.3-Kilometres Apart. This Significantly Reduces Time Taken To Get Across The Pang Sua Canal For Residents And Park Visitors.Find Out More About Green Spaces In Villa Verde."
103.8534661,1.287328224,WATERBOAT HOUSE GARDEN,Waterboat House Garden Is Located Along Fullerton Road
103.8476354,1.28143242,TELOK AYER GREEN,"Telok Ayer Green Is Located Bounded By Amoy Street, Boon Tat Street And Telok Ayer Street"
103.8462758,1.280792655,ANN SIANG HILL Park,"Ann Siang Hill Park Is Located Entrance Via Ann Siang Road, Ann Siang Hill And Amoy Street"
103.8479145,1.330551904,TOA PAYOH TOWN Park,"Developed In The Seventies, Toa Payoh Town Park Was A Popular Venue For Wedding Couples, Especially Those Who Wished To Capture The Style And Fashion Of The Seventies. With A Large Pavilion, Landscaped Pond, Rustic-Looking Gazebos And Amenities Such As Open-Concept Restrooms, The Park Still Retains Its Charm And Beauty, And Is A Great Place For Families To Gather For Recreation.Families Can Take An Enjoyable Stroll Or Jog Around The Park On The Brightly Coloured Pathways. Alternatively, They Can Sit At The Gazebos Under The Willow Trees And Admire The Cascading Pools At The Edge Of The Pond, The Fountain Pool Around The Observation Tower And The Trellises With Climbing Plants."
103.8683257,1.30722999,KALLANG RIVERSIDE Park,"Built On Both Sides Of The Kallang River, Kallang Riverside Park Is A Haven For Water Sports Enthusiasts And Adrenaline Junkies Alike. With Its Fitness Equipment, Jogging Cum Cycling Tracks And Water Sports Facilities, The Park Provides Endless Hours Of Fun Both On Land And In Water.Dragon Boat Teams And Canoeists Can Practise And Display Their Skills In The Kallang River While Fitness Enthusiasts Jog And Cycle On The Tracks, Which Come Complete With Distance Markers. Alternatively, Head Down To The Café For An Outdoor Dining Experience Or Cheer On The Competitors In The Water Sports Tournaments That Are Regularly Held At The Park. Designated Fishing Zones Allow Anglers To Cast Their Rods To Hook Their Next Big Catch.With Various Species Of Birds In The Area, Especially In The Migratory Season From September To March, Nature Lovers Should Keep Their Eye Out For Little Egrets And Grey Herons. For Those Who Just Need To Get Away From The Hustle And Bustle Of City Life, Simply Kick Back Under A Coconut Palm, Have A Picnic And Enjoy The Stillness Of The Reservoir."
103.8276184,1.323062635,MALCOLM Park,Malcolm Park Is Located Along Malcolm Rd And Whiteley Rd
103.8629961,1.302445435,KAMPONG GLAM Park,Kampong Glam Park Is Located Along Beach Road
103.8428185,1.322292029,NOVENA Park,Novena Park Is Located Along Jalan Novena
103.837608,1.301598614,ORCHARD FOUNTAIN CORNER,Orchard Fountain Corner Is Located Junction Of Grange Road And Orchard Road
103.8176643,1.325448461,UNIVERSITY RD Park,No Description Found For University Rd Park
103.7965816,1.323295256,NAMLY Park,Namly Park Is Located Located Along Namly Place
103.7647963,1.327703234,SUNSET WAY Park,"Sunset Way Park Is Located Along Sunset Way, Located Just Outside Clementi Park Condo"
103.7827471,1.312506406,HOLLAND GROVE VIEW FC,No Description Found For Holland Grove View Fc
103.7808709,1.341497364,MAYFAIR Park,"Located Within Mayfair Park Estate, This Neighbourhood Park Is The Perfect Spot For Residents To Play, Exercise And Enjoy Outdoor. It Is In Close Proximity To Bukit Timah Nature Reserves And Rail Corridor, And Serves As A Stopover For Visitors Who Cycle Or Trek Along Rifle Range Road And Rail Corridor.Facilities At This Park Include A Children Playground, 3G Fitness Equipment, Adult Fitness Stations, Pavilion, Popular Basketball Court And A Dog Run Which Is The Very First One In Bukit Timah Area."
103.7572258,1.375881304,Phoenix Park,No Description Found For Phoenix Park
103.7589704,1.358640486,Chu Yen Playground,Chu Yen Playground Is Located Junction Of Jln Remaja And Chu Yen Street
103.7672478,1.334739717,ENG KONG PLACE FC,No Description Found For Eng Kong Place Fc
103.758616,1.360636868,Jalan Dermawan Playground,Jalan Dermawan Playground Is Located Along Jln Dermawan
103.7610089,1.339733021,Burgundy Crescent Playground,"Burgundy Crescent Playground Is Located Burgundy Crescent, Within Burgundy Hill Residences"
103.7519773,1.372285675,Pavilion Park Playground,"Pavilion Park Playground Is Located Pavilion Circle, Off Bukit Batok Road"
103.701068,1.351749409,Westwood Park Playground,Westwood Park Playground Is Located Westwood Crescent/Ave.
103.6995455,1.353595551,Westville Playground,"Westville Playground Is Located Westwood Crescent, Along Jalan Bahar"
103.7174358,1.340004783,Lakeside Grove Fitness Corner,"Lakeside Grove Fitness Corner Is Located Corporation Rise, Along Lakeside Pcn."
103.7635937,1.307837117,Jalan Mas Kuning Playground,"Jalan Mas Kuning Playground Is Located Jalan Mas Kuning, West Coast Peak Estate"
103.7620129,1.308970474,Jalan Mas Puteh Playground,"Jalan Mas Puteh Playground Is Located Jalan Mas Puteh, West Coast Peak Estate"
103.7647262,1.308733373,Taman Mas Merah Playground,"Taman Mas Merah Playground Is Located Taman Mas Merah, West Coast Peak Estate"
103.7562699,1.31563141,West Coast Green Playground,"West Coast Green Playground Is Located West Coast Green, West Coast Gardens Estate"
103.7584853,1.314262096,West Coast Place Playground,"West Coast Place Playground Is Located West Coast Place, West Coast Gardens Estate"
103.7579803,1.319780431,Faber Hills Playground,No Description Found For Faber Hills Playground
103.7575848,1.322527859,Faber Heights Open Space,No Description Found For Faber Heights Open Space
103.7901834,1.279108994,Jambol Place Park,"Jambol Place Park Is Located Jambol Place, Springwood Estate"
103.7889095,1.27943244,Chwee Chian Playground,"Chwee Chian Playground Is Located Chwee Chian Road, Springwood Estate"
103.8386518,1.284519295,PEARL'S HILL CITY Park,"Tucked Away In A Corner Of Chinatown, Pearl’s Hill City Park Is A Hidden Oasis Of Peace And Tranquillity. Built Around A Reservoir On Top Of A Hill, The Park Is A Great Place To Take A Brief Respite From The Hustle And Bustle Of City Life.Visitors Can Look Forward To Enjoying The Wooded Ambience Provided By The Mature Tembusu Trees While Basking In The Serenity Of The Park. Alternatively, Sit Back And Relax By The Pond And Admire The Beautiful Lotus Plants. When In Full Bloom, The Lotus Plants Provide A Brilliant Splash Of Colour Across The Pond’s Still Waters.Pearl’s Hill City Park Is Located Behind Outram Park Mrt Station, And Can Be Accessed From Pearl Bank, Pearl'S Hill Terrance, Pearl'S Hill Road And Chin Swee Road."
103.8871665,1.301709156,WILKINSON INTERIM Park,Wilkinson Interim Park Is Located Along Wilkinson Road
103.9007402,1.306519322,HAIG WALK (GEYLANG RD-DUNMAN RD),No Description Found For Haig Walk (Geylang Rd-Dunman Rd)
103.7610249,1.355360605,Hillview Crescent Playground,"Hillview Crescent Playground Is Located Hillview Cescent, Along Hillview Avenue"
103.9284198,1.311254175,SIGLAP LINEAR Park (UPP EC RD-M PARADE),No Description Found For Siglap Linear Park (Upp Ec Rd-M Parade)
103.9274086,1.314379843,SIGLAP LINEAR Park (JLN B'WAN-UPP EC RD),No Description Found For Siglap Linear Park (Jln B'Wan-Upp Ec Rd)
103.8812785,1.3640734,PARRY AVE INTERIM Park,No Description Found For Parry Ave Interim Park
103.8356893,1.456184083,KANDIS GARDEN,Kandis Garden Is Located Off Sembawang Road/Kandis Road
103.8784323,1.332798307,OASIS@MULBERRY Park,"Oasis@Mulberry Park Is Located Junction Of Upper Aljunied Road & Mulberry Avenue, Sennett Estate"
103.7831196,1.316266972,HENRY Park,Henry Park Is Located Along Holland Grove Road
103.8621835,1.304126659,NORTH BRIDGE GARDEN,North Bridge Garden Is Located Along North Bridge Road
103.8476399,1.304450834,MOUNT EMILY Park,Mount Emily Park Is Located Along Mt Emily Rd And Upper Wilkie Rd
103.8349572,1.292840106,KIM SENG Park,Kim Seng Park Is Located Entrance Via River Valley Green
103.8429018,1.324699147,NOVENA RISE Park,Novena Rise Park Is Located Along Novena Rise
103.848723,1.295708602,FARQUHAR GARDEN (FCP),No Description Found For Farquhar Garden (Fcp)
103.8054826,1.324283392,DUCHESS Park,Duchess Park Is Located Along Duchess Avenue
103.760787,1.357546702,Jalan Remaja Interim Park,Jalan Remaja Interim Park Is Located Along Jln Remaja
103.7687492,1.357414543,FUYONG INTERIM Park,Fuyong Interim Park Is Located Located Along Jalan Asas
103.7697865,1.437671413,MARSILING PARK,"With Its Lush Greenery And Peaceful Ambience, Marsiling Park Is An Oasis Of Calm And Tranquillity. Formerly Known As Woodlands Town Garden, The Park Features Activity Areas And Amenities For Visitors Of All Ages.Visitors Can Enjoy The View Of The Picturesque Pond From The Viewing Tower Or The Boardwalks, Especially In The Evening, As The Lighting Is Curated To Leverage On The Reflections On The Water Body To Create A Special Illumination Effect.The One Of A Kind Butterfly-Shaped Playground With Climbing Ropes Provides Children With A Challenging Play Experience While The Fun Play Area Has Play Equipment With Musical Elements For An Interactive Play Experience.Nature-Lovers Will Appreciate The Butterfly-Attracting Plants And Educational Interpretive Boards That Have Been Introduced Around The Playground, As Well As The Enhanced Mangrove Habitat Along The Western Edge Of The Park.There Are Also Several Spaces For Community Activities, Such As The Activity Plaza And The Amphitheatre, Which Features A Rain Garden."
103.7893632,1.285028,Kent Ridge Park,"A Historical Park Where One Of The Last Battles For Singapore Was Fought During World War Ii, Kent Ridge Park Is A Great Place For Families And History Buffs To Learn About The Heritage Of Our Nation.Relive The History Of World War Ii At The “reflections Bukit Chandu” Museum, Located At One End Of Canopy Walk. Celebrate The End Of Civil Strife By Visiting The Commemoration Plaque At Carpark B, Which Was Erected To Mark The 50Th Anniversary Of The End Of World War Ii.If You Are A Fitness Enthusiast, Warm Up At One Of The 20 Fitness Stations Located Around The Park Before Going For A Jog On The Tracks.Featuring Natural Vegetation And A High Biodiversity Of Wildlife, Kent Ridge Park Is Also A Favourite Of Nature Lovers. On The Eastern Side Of The Park Towards The Valley Is A Natural Pond Teeming With Turtles And Fish. Walk Along Canopy Walk – An Elevated Boardwalk Measuring 280-Metres Long Linking Hortpark To Kent Ridge Park – And You May Just Be Able To Catch Sight Of Sunbirds, Doves, Squirrels, Lizards, And White-Crested Laughing Thrush.With Groves Of Tembusu, Adinandras And Dillenias, You’ll Hear The Chirps Of Birds And The Hums Of Insects As You Stroll Along The Meandering Paths Of The Park Towards The Two Ponds At The Foot Of The Ridge. Alternatively, Take In Magnificent Views Of Off-Shore Islands Such As Pulau Duran Darat From The Various Look-Out Points.Kent Ridge Park Is Part Of The Southern Ridges, Which Also Comprises Mount Faber Park, Telok Blangah Hill Park, Hortpark And Labrador Nature Reserve."
103.8416357,1.281608851,DUXTON PLAIN Park,"Duxton Plain Park Is Located Entrance Via New Bridge Road, Neil Road, Kreta Ayer Road And Yan Kit Road"
103.8465776,1.286639263,HONG LIM Park,"Hong Lim Park Is A Site For Storytelling And A Place That Tells Singapore’s Story. Of Historical And National Significance, The Park Was Originally Named After The First Superintendent Of Police, Thomas Dunman. But In 1876, The Park’s Name Was Changed To Hong Lim Green In Honour Of Cheang Hong Lim, A Wealthy Businessman Who Donated The Land, Making It Singapore'S First Privately-Owned Public Garden.Through Its History, The Park Has Served As An Important Recreational Area In Chinatown And Is Still The Venue Today For Many Community Events. It Started Its Storytelling Tradition During The Japanese Occupation. In The 1950S And 1960S, It Was Used As A Cricket Ground By Members Of The Singapore Chinese Recreation Club And The Singapore Cricket Club, And In The 1960S And 1970S, The Storytelling Resumed In Another Medium As Chinese Operas Were Performed On The Stage. The Park Also Served As The Venue Of Many Of Singapore’s First Political Rallies.In September 2000, In Recognition Of The Park’s Storytelling And Political Legacy, The Singapore Government Designated The Park As The Venue For Speakers' Corner."
103.8799165,1.329461219,ALJUNIED Park,Aljunied Park Is Located Along Aljunied Road Within Happy Garden Estate
103.8429487,1.374167606,ANG MO KIO TOWN GARDEN WEST,"Built On A Hillock With Lush And Spreading Greenery, Ang Mo Kio Town Garden West Is A Great Place For Nature Lovers And Fitness Enthusiasts Alike.Recreational Runners Looking For A Challenge Can Jog On The Many Footpaths Meandering Through The Forest And Flowing Over The Hilly Terrain. Nature Lovers Can Enjoy The Secondary Forest Which Has Plants Such As Dillenia And Vitex Growing Plentiful. Visitors Can Also Climb A 120-Step Staircase To The Plaza Area To Enjoy A Bird’s Eye View Of Ang Mo Kio Town Garden West."
103.8246954,1.287384021,TIONG BAHRU Park,"Developed In 1967, Tiong Bahru Park Is A Haven Of Tranquillity For The Nearby Residents Of Henderson, Bukit Merah And Lower Delta Road. With The Theme ‘old Frame, New Images”, The Park Blends Its Existing Structure With New Facilities To Provide A Livelier Ambience And To Cater To Different Groups Of Park Users.Fitness Enthusiasts Can Warm Up At The Various Fitness Corners And Exercise Stations Before Jogging Around The Park. Alternatively, Walk On The Foot Reflexology Footpath For A Relaxing Foot Massage. Visitors Can Also Sit On The Benches And Relax In The Cool Shade Of The Many Trees Dotting The Park."
103.8324134,1.371097378,SHANGRI-LA PLAYGROUND,Shangri-La Playground Is Located Junction Of Ang Mo Kio Ave 2 And Jalan Lanjut
103.8298299,1.37348773,GELENGGANG PARK,Gelenggang Park Is Located Upper Thomson Road Behind Esso Station.  Junction Of Jalan Kuras/Jalan Gelenggang
